transaction_id,timestamp,amount,status,category,device_type,region,payment_method,user_id
TXN0045468,2023-11-30 16:58:27,461.84,Success,Travel,Desktop,East,Credit Card,USR06175
TXN0045469,2023-11-30 17:09:09,8053.47,Success,Electronics,Mobile,Central,UPI,USR07249
TXN0045470,2023-11-30 17:12:29,1052.76,Failed,Electronics,Tablet,Central,Credit Card,USR05877
TXN0045471,2023-11-30 17:25:15,1390.53,Failed,Retail,Mobile,West,Credit Card,USR08310
TXN0045472,2023-11-30 17:43:49,11526.36,Success,Food & Dining,Mobile,North,Credit Card,USR08596
TXN0045473,2023-11-30 18:02:29,673.06,Success,Food & Dining,Mobile,North,UPI,USR02773
TXN0045474,2023-11-30 18:02:34,1380.41,Success,Utilities,Mobile,North,Debit Card,USR07594
TXN0045475,2023-11-30 18:16:43,266.6,Success,Healthcare,Mobile,West,Credit Card,USR02326
TXN0045476,2023-11-30 18:18:45,5655.54,Success,Utilities,Mobile,Central,UPI,USR09485
TXN0045477,2023-11-30 18:31:51,73894.3,Failed,Food & Dining,Mobile,East,UPI,USR07317
TXN0045478,2023-11-30 18:40:30,280.47,Success,Electronics,Desktop,West,UPI,USR09026
TXN0045479,2023-11-30 18:45:55,117.96,Success,Healthcare,Mobile,South,Credit Card,USR04299
TXN0045480,2023-11-30 18:47:42,4385.15,Success,Travel,Mobile,Central,Credit Card,USR05998
TXN0045481,2023-11-30 18:53:51,684.46,Failed,Entertainment,Mobile,South,Credit Card,USR02725
TXN0045482,2023-11-30 19:05:13,1368.61,Failed,Travel,Mobile,Central,Debit Card,USR00072
TXN0045483,2023-11-30 19:19:46,8109.62,Success,Entertainment,Mobile,North,UPI,USR02913
TXN0045484,2023-11-30 19:24:17,935.08,Success,Retail,Mobile,South,UPI,USR05256
TXN0045485,2023-11-30 19:34:28,920.11,Success,Food & Dining,Desktop,Central,UPI,USR06199
TXN0045486,2023-11-30 19:37:53,176.88,Failed,Retail,Mobile,North,Net Banking,USR02330
TXN0045487,2023-11-30 19:48:50,11668.61,Success,Healthcare,Mobile,North,UPI,USR03465
TXN0045488,2023-11-30 19:51:40,1305.03,Success,Entertainment,Desktop,East,Debit Card,USR04285
TXN0045489,2023-11-30 19:59:20,492.43,Failed,Healthcare,Mobile,South,Credit Card,USR03236
TXN0045490,2023-11-30 20:13:15,1074.45,Success,Retail,Mobile,Central,Net Banking,USR06704
TXN0045491,2023-11-30 20:14:06,142.6,Failed,Electronics,Mobile,North,Debit Card,USR05303
TXN0045492,2023-11-30 20:30:54,208.67,Success,Utilities,Mobile,Central,UPI,USR04963
TXN0045493,2023-11-30 20:32:03,1165.04,Success,Entertainment,Tablet,Central,Credit Card,USR03532
TXN0045494,2023-11-30 21:03:36,1519.3,Failed,Utilities,Mobile,East,Net Banking,USR00580
TXN0045495,2023-11-30 21:33:03,4961.08,Failed,Food & Dining,Mobile,West,Wallet,USR03857
TXN0045496,2023-11-30 21:35:25,4367.75,Success,Retail,Mobile,North,Debit Card,USR04675
TXN0045497,2023-11-30 22:51:25,1589.66,Success,Electronics,Mobile,East,UPI,USR08616
TXN0045498,2023-11-30 23:07:08,3976.86,Success,Retail,Mobile,North,Debit Card,USR08087
TXN0045499,2023-11-30 23:10:20,1260.71,Success,Electronics,Desktop,South,Credit Card,USR06579
TXN0045500,2023-11-30 23:11:57,483.36,Failed,Food & Dining,Mobile,South,Wallet,USR07046
TXN0045501,2023-11-30 23:15:42,5017.92,Success,Retail,Desktop,South,Debit Card,USR00154
TXN0045502,2023-11-30 23:26:48,125.96,Success,Retail,Mobile,Central,Net Banking,USR03174
TXN0045503,2023-11-30 23:31:49,1006.33,Success,Food & Dining,Desktop,North,UPI,USR08655
TXN0045504,2023-11-30 23:41:33,483.81,Success,Healthcare,Mobile,West,UPI,USR07189
TXN0045505,2023-11-30 23:46:53,6533.82,Success,Food & Dining,Mobile,South,Net Banking,USR00942
TXN0045506,2023-12-01 00:23:52,2366.64,Success,Travel,Mobile,West,Debit Card,USR07739
TXN0045507,2023-12-01 00:40:14,172.62,Success,Entertainment,Mobile,South,Debit Card,USR06073
TXN0045508,2023-12-01 00:45:56,3513.59,Success,Travel,Desktop,Central,UPI,USR01053
TXN0045509,2023-12-01 00:50:41,1922.53,Success,Healthcare,Desktop,South,Credit Card,USR01345
TXN0045510,2023-12-01 00:54:05,611.98,Failed,Electronics,Mobile,East,UPI,USR03714
TXN0045511,2023-12-01 01:08:07,834.6,Success,Travel,Desktop,West,Credit Card,USR08525
TXN0045512,2023-12-01 02:20:03,3797.08,Failed,Travel,Mobile,North,UPI,USR05975
TXN0045513,2023-12-01 03:18:58,5255.93,Success,Electronics,Desktop,East,Net Banking,USR02308
TXN0045514,2023-12-01 03:26:57,1184.45,Success,Healthcare,Tablet,South,Credit Card,USR07733
TXN0045515,2023-12-01 03:36:22,3432.98,Failed,Entertainment,Mobile,West,Wallet,USR06369
TXN0045516,2023-12-01 03:51:27,636.9,Success,Food & Dining,Mobile,South,Debit Card,USR01318
TXN0045517,2023-12-01 04:35:23,14060.7,Success,Entertainment,Mobile,East,Credit Card,USR07525
TXN0045518,2023-12-01 05:20:35,22095.72,Success,Food & Dining,Mobile,Central,Credit Card,USR09426
TXN0045519,2023-12-01 05:37:24,326.22,Success,Electronics,Desktop,East,UPI,USR01250
TXN0045520,2023-12-01 05:44:48,9885.18,Success,Entertainment,Mobile,South,Net Banking,USR02210
TXN0045521,2023-12-01 06:10:37,9064.49,Success,Food & Dining,Mobile,Central,Debit Card,USR07659
TXN0045522,2023-12-01 06:25:26,4062.06,Success,Travel,Desktop,Central,Net Banking,USR06020
TXN0045523,2023-12-01 06:33:09,74.33,Success,Food & Dining,Mobile,East,Debit Card,USR03513
TXN0045524,2023-12-01 06:43:22,7649.6,Success,Food & Dining,Tablet,South,UPI,USR07398
TXN0045525,2023-12-01 06:47:45,2128.62,Success,Retail,Mobile,South,Credit Card,USR02973
TXN0045526,2023-12-01 07:06:28,2804.35,Success,Electronics,Mobile,East,Net Banking,USR07218
TXN0045527,2023-12-01 07:20:28,1274.67,Success,Entertainment,Mobile,East,UPI,USR00116
TXN0045528,2023-12-01 07:56:35,1033.54,Success,Travel,Mobile,West,UPI,USR03916
TXN0045529,2023-12-01 08:03:22,717.1,Success,Utilities,Desktop,West,Credit Card,USR05526
TXN0045530,2023-12-01 08:12:54,1788.25,Success,Retail,Desktop,East,Credit Card,USR09471
TXN0045531,2023-12-01 08:27:04,1163.74,Success,Healthcare,Mobile,North,Debit Card,USR03299
TXN0045532,2023-12-01 08:41:24,8256.48,Failed,Food & Dining,Mobile,North,Credit Card,USR08002
TXN0045533,2023-12-01 08:55:33,7131.74,Success,Utilities,Tablet,South,Debit Card,USR00505
TXN0045534,2023-12-01 09:10:07,1427.23,Success,Retail,Desktop,West,Wallet,USR09376
TXN0045535,2023-12-01 09:18:06,810.47,Success,Healthcare,Mobile,South,Credit Card,USR03951
TXN0045536,2023-12-01 09:30:08,3737.35,Success,Retail,Mobile,South,Net Banking,USR01028
TXN0045537,2023-12-01 09:33:47,10319.16,Success,Travel,Desktop,North,Credit Card,USR07093
TXN0045538,2023-12-01 09:59:42,207.25,Success,Food & Dining,Mobile,Central,Debit Card,USR05189
TXN0045539,2023-12-01 10:00:29,723.34,Success,Retail,Mobile,West,Debit Card,USR03208
TXN0045540,2023-12-01 10:04:45,640.74,Success,Retail,Mobile,West,UPI,USR06638
TXN0045541,2023-12-01 10:10:32,37464.38,Success,Electronics,Tablet,West,UPI,USR02621
TXN0045542,2023-12-01 10:36:30,3085.1,Success,Food & Dining,Mobile,South,Net Banking,USR03119
TXN0045543,2023-12-01 10:45:33,2966.14,Success,Entertainment,Mobile,North,Credit Card,USR03259
TXN0045544,2023-12-01 10:50:34,1559.18,Success,Healthcare,Mobile,North,UPI,USR05303
TXN0045545,2023-12-01 10:51:00,1036.49,Failed,Retail,Mobile,West,Debit Card,USR08886
TXN0045546,2023-12-01 10:53:42,570.53,Failed,Travel,Mobile,South,UPI,USR02890
TXN0045547,2023-12-01 10:55:46,3701.63,Failed,Food & Dining,Mobile,East,UPI,USR01437
TXN0045548,2023-12-01 11:02:56,8798.17,Success,Food & Dining,Tablet,South,Debit Card,USR06391
TXN0045549,2023-12-01 11:33:57,1209.73,Success,Food & Dining,Mobile,East,UPI,USR08478
TXN0045550,2023-12-01 11:35:53,881.25,Success,Food & Dining,Mobile,North,Credit Card,USR05184
TXN0045551,2023-12-01 11:38:50,50.0,Success,Retail,Desktop,Central,Credit Card,USR02392
TXN0045552,2023-12-01 11:45:21,1036.35,Failed,Electronics,Mobile,West,UPI,USR04205
TXN0045553,2023-12-01 11:47:27,729.07,Success,Utilities,Desktop,North,Credit Card,USR08306
TXN0045554,2023-12-01 11:52:20,853.26,Failed,Entertainment,Mobile,South,Credit Card,USR02666
TXN0045555,2023-12-01 11:57:18,1597.19,Success,Food & Dining,Mobile,South,Credit Card,USR09595
TXN0045556,2023-12-01 11:58:33,1078.21,Success,Travel,Mobile,South,Credit Card,USR09641
TXN0045557,2023-12-01 12:02:10,2190.96,Failed,Food & Dining,Mobile,Central,UPI,USR04763
TXN0045558,2023-12-01 12:04:39,3673.03,Success,Utilities,Desktop,East,Credit Card,USR04866
TXN0045559,2023-12-01 12:04:54,252.98,Success,Retail,Mobile,North,Wallet,USR03114
TXN0045560,2023-12-01 12:06:35,1818.76,Success,Utilities,Desktop,North,Credit Card,USR05355
TXN0045561,2023-12-01 12:07:30,662.66,Success,Utilities,Desktop,Central,Debit Card,USR01411
TXN0045562,2023-12-01 12:19:41,440.68,Success,Electronics,Tablet,North,Credit Card,USR01077
TXN0045563,2023-12-01 12:26:25,2356.05,Success,Food & Dining,Tablet,West,Debit Card,USR05410
TXN0045564,2023-12-01 12:30:42,979.84,Failed,Travel,Mobile,West,UPI,USR07680
TXN0045565,2023-12-01 12:40:24,2804.56,Success,Utilities,Mobile,East,UPI,USR09844
TXN0045566,2023-12-01 12:46:44,1452.27,Success,Food & Dining,Desktop,North,Net Banking,USR05171
TXN0045567,2023-12-01 12:47:40,6301.42,Success,Healthcare,Desktop,South,Debit Card,USR01660
TXN0045568,2023-12-01 13:24:20,981.75,Success,Healthcare,Mobile,West,Debit Card,USR06770
TXN0045569,2023-12-01 13:27:02,3127.83,Failed,Retail,Mobile,North,UPI,USR08068
TXN0045570,2023-12-01 13:31:32,1516.33,Success,Retail,Mobile,East,Wallet,USR01508
TXN0045571,2023-12-01 13:39:53,996.55,Success,Utilities,Mobile,North,Wallet,USR00083
TXN0045572,2023-12-01 13:42:19,3451.64,Success,Travel,Mobile,East,UPI,USR03158
TXN0045573,2023-12-01 14:03:43,2354.96,Success,Food & Dining,Mobile,Central,Wallet,USR01208
TXN0045574,2023-12-01 14:19:20,358.45,Success,Travel,Mobile,North,UPI,USR01412
TXN0045575,2023-12-01 14:22:56,1322.86,Failed,Travel,Tablet,West,Wallet,USR07142
TXN0045576,2023-12-01 14:24:34,5756.58,Success,Travel,Mobile,East,UPI,USR08006
TXN0045577,2023-12-01 14:24:45,4422.41,Success,Utilities,Mobile,Central,UPI,USR01720
TXN0045578,2023-12-01 14:27:04,7454.64,Success,Utilities,Desktop,North,Debit Card,USR08745
TXN0045579,2023-12-01 15:00:01,392.72,Success,Food & Dining,Desktop,East,Credit Card,USR03233
TXN0045580,2023-12-01 15:00:40,2058.14,Success,Retail,Mobile,North,UPI,USR01828
TXN0045581,2023-12-01 15:02:56,3294.21,Success,Retail,Desktop,Central,Debit Card,USR09361
TXN0045582,2023-12-01 15:05:22,420.52,Success,Electronics,Desktop,South,Credit Card,USR01674
TXN0045583,2023-12-01 15:08:02,2042.64,Success,Travel,Mobile,East,Debit Card,USR03171
TXN0045584,2023-12-01 15:20:15,6416.9,Success,Utilities,Mobile,South,Debit Card,USR09371
TXN0045585,2023-12-01 15:29:49,725.71,Success,Travel,Mobile,North,UPI,USR06939
TXN0045586,2023-12-01 15:36:24,1661.91,Success,Food & Dining,Tablet,Central,Net Banking,USR04100
TXN0045587,2023-12-01 15:36:50,55.95,Failed,Electronics,Mobile,West,Credit Card,USR04281
TXN0045588,2023-12-01 15:39:40,387.51,Success,Healthcare,Mobile,South,UPI,USR02181
TXN0045589,2023-12-01 15:46:50,7813.47,Success,Food & Dining,Desktop,West,Credit Card,USR04120
TXN0045590,2023-12-01 15:50:50,663.74,Success,Food & Dining,Mobile,South,UPI,USR01693
TXN0045591,2023-12-01 15:57:36,4261.43,Success,Utilities,Tablet,North,UPI,USR05538
TXN0045592,2023-12-01 16:08:33,9205.98,Failed,Utilities,Mobile,West,Credit Card,USR00928
TXN0045593,2023-12-01 16:08:44,1024.66,Success,Travel,Mobile,East,UPI,USR00203
TXN0045594,2023-12-01 16:31:11,649.64,Success,Electronics,Desktop,North,Net Banking,USR02885
TXN0045595,2023-12-01 16:33:48,12131.06,Success,Food & Dining,Desktop,Central,Credit Card,USR08167
TXN0045596,2023-12-01 16:34:29,1672.28,Success,Food & Dining,Mobile,North,Net Banking,USR08769
TXN0045597,2023-12-01 16:34:31,3328.48,Success,Retail,Mobile,West,Wallet,USR05086
TXN0045598,2023-12-01 16:51:29,1059.84,Success,Food & Dining,Mobile,South,UPI,USR07184
TXN0045599,2023-12-01 17:06:36,3242.34,Success,Electronics,Desktop,Central,Debit Card,USR02551
TXN0045600,2023-12-01 17:11:06,7859.2,Success,Food & Dining,Mobile,North,Debit Card,USR04408
TXN0045601,2023-12-01 17:15:17,504.44,Failed,Retail,Mobile,South,Wallet,USR02113
TXN0045602,2023-12-01 17:27:33,4027.33,Success,Food & Dining,Mobile,Central,Debit Card,USR01790
TXN0045603,2023-12-01 17:32:44,5701.87,Success,Entertainment,Mobile,East,UPI,USR07874
TXN0045604,2023-12-01 17:43:28,499.06,Success,Retail,Mobile,North,Debit Card,USR06213
TXN0045605,2023-12-01 17:46:23,1743.45,Success,Utilities,Desktop,South,Credit Card,USR08857
TXN0045606,2023-12-01 17:46:32,782.74,Success,Food & Dining,Desktop,East,UPI,USR08957
TXN0045607,2023-12-01 17:47:01,156.94,Success,Entertainment,Mobile,East,Credit Card,USR02935
TXN0045608,2023-12-01 18:04:55,1448.97,Success,Travel,Desktop,East,Credit Card,USR01047
TXN0045609,2023-12-01 18:29:05,4002.8,Success,Food & Dining,Tablet,West,Net Banking,USR04632
TXN0045610,2023-12-01 18:35:15,1591.17,Success,Food & Dining,Tablet,South,Debit Card,USR00564
TXN0045611,2023-12-01 18:35:52,1276.47,Success,Electronics,Mobile,North,Credit Card,USR02424
TXN0045612,2023-12-01 18:39:11,2982.55,Success,Travel,Mobile,North,Credit Card,USR09769
TXN0045613,2023-12-01 18:56:15,1936.54,Success,Travel,Desktop,Central,Credit Card,USR03862
TXN0045614,2023-12-01 18:57:24,3378.79,Success,Retail,Mobile,East,Debit Card,USR02752
TXN0045615,2023-12-01 19:00:27,1665.58,Success,Retail,Mobile,Central,UPI,USR05676
TXN0045616,2023-12-01 19:10:06,644.94,Failed,Food & Dining,Mobile,East,Net Banking,USR03447
TXN0045617,2023-12-01 19:19:53,3287.89,Failed,Retail,Desktop,South,UPI,USR06580
TXN0045618,2023-12-01 19:21:04,1582.59,Success,Food & Dining,Tablet,North,UPI,USR04679
TXN0045619,2023-12-01 19:21:51,6032.63,Success,Electronics,Mobile,North,Credit Card,USR04470
TXN0045620,2023-12-01 19:35:30,4210.42,Failed,Food & Dining,Mobile,South,Wallet,USR02159
TXN0045621,2023-12-01 19:41:04,556.91,Success,Food & Dining,Tablet,West,Debit Card,USR00094
TXN0045622,2023-12-01 19:43:32,12533.5,Success,Food & Dining,Mobile,West,Credit Card,USR06639
TXN0045623,2023-12-01 19:43:44,1619.59,Success,Retail,Mobile,South,Net Banking,USR03854
TXN0045624,2023-12-01 19:47:18,461.36,Success,Food & Dining,Mobile,South,UPI,USR01280
TXN0045625,2023-12-01 19:49:30,887.67,Success,Electronics,Tablet,Central,Wallet,USR08571
TXN0045626,2023-12-01 19:57:34,1446.92,Success,Healthcare,Mobile,South,Credit Card,USR07199
TXN0045627,2023-12-01 20:01:40,5648.27,Success,Entertainment,Mobile,North,Net Banking,USR01976
TXN0045628,2023-12-01 20:04:10,137.9,Success,Retail,Mobile,Central,Debit Card,USR05650
TXN0045629,2023-12-01 20:04:43,290.68,Failed,Electronics,Mobile,South,Credit Card,USR09861
TXN0045630,2023-12-01 20:06:02,591.24,Success,Food & Dining,Mobile,North,Debit Card,USR01270
TXN0045631,2023-12-01 20:34:44,11947.89,Success,Food & Dining,Desktop,North,Credit Card,USR03419
TXN0045632,2023-12-01 20:43:13,5906.48,Failed,Electronics,Mobile,Central,Debit Card,USR01676
TXN0045633,2023-12-01 20:50:08,674.4,Success,Electronics,Mobile,South,Debit Card,USR04730
TXN0045634,2023-12-01 21:08:37,780.98,Success,Retail,Desktop,South,Debit Card,USR01329
TXN0045635,2023-12-01 21:12:21,5374.26,Success,Travel,Tablet,North,UPI,USR08047
TXN0045636,2023-12-01 21:26:03,2386.06,Success,Healthcare,Mobile,South,Debit Card,USR03434
TXN0045637,2023-12-01 21:34:49,1355.76,Failed,Entertainment,Desktop,East,Credit Card,USR06511
TXN0045638,2023-12-01 21:39:43,872.93,Success,Food & Dining,Mobile,North,Debit Card,USR09932
TXN0045639,2023-12-01 21:48:18,1018.59,Success,Electronics,Mobile,South,Net Banking,USR09787
TXN0045640,2023-12-01 22:01:19,1308.21,Success,Entertainment,Mobile,West,Net Banking,USR01106
TXN0045641,2023-12-01 22:07:49,14101.09,Success,Travel,Desktop,North,Debit Card,USR00832
TXN0045642,2023-12-01 22:52:57,14457.14,Failed,Retail,Mobile,Central,Debit Card,USR05854
TXN0045643,2023-12-01 23:00:56,5345.54,Failed,Retail,Mobile,Central,UPI,USR05521
TXN0045644,2023-12-01 23:11:46,1657.59,Success,Retail,Mobile,South,Wallet,USR09984
TXN0045645,2023-12-01 23:16:06,31193.99,Success,Entertainment,Mobile,North,Net Banking,USR02382
TXN0045646,2023-12-02 00:01:33,13510.06,Failed,Electronics,Desktop,South,Credit Card,USR04948
TXN0045647,2023-12-02 00:47:29,1975.67,Success,Retail,Tablet,North,UPI,USR06376
TXN0045648,2023-12-02 00:51:30,367.57,Success,Utilities,Mobile,East,Debit Card,USR09534
TXN0045649,2023-12-02 01:23:38,11863.34,Failed,Healthcare,Tablet,East,UPI,USR08959
TXN0045650,2023-12-02 01:38:54,5382.21,Failed,Retail,Mobile,South,Credit Card,USR08355
TXN0045651,2023-12-02 01:58:39,445.12,Failed,Travel,Mobile,Central,Debit Card,USR02967
TXN0045652,2023-12-02 02:17:38,5727.17,Success,Travel,Tablet,West,Credit Card,USR02807
TXN0045653,2023-12-02 02:27:38,40836.31,Success,Utilities,Desktop,Central,Debit Card,USR03410
TXN0045654,2023-12-02 03:43:15,5001.84,Success,Entertainment,Desktop,North,Debit Card,USR05131
TXN0045655,2023-12-02 05:08:13,1033.65,Success,Retail,Mobile,South,Credit Card,USR02495
TXN0045656,2023-12-02 05:15:49,5043.79,Failed,Travel,Desktop,East,Debit Card,USR02085
TXN0045657,2023-12-02 06:16:02,3091.51,Success,Travel,Mobile,South,UPI,USR06176
TXN0045658,2023-12-02 06:22:21,587.2,Success,Electronics,Mobile,Central,Credit Card,USR07963
TXN0045659,2023-12-02 06:36:03,13902.8,Success,Retail,Desktop,North,Credit Card,USR02711
TXN0045660,2023-12-02 06:40:42,1351.48,Success,Food & Dining,Desktop,East,Credit Card,USR08019
TXN0045661,2023-12-02 06:51:26,472.45,Success,Utilities,Mobile,South,Net Banking,USR03988
TXN0045662,2023-12-02 06:56:49,1838.23,Success,Healthcare,Tablet,Central,Debit Card,USR06026
TXN0045663,2023-12-02 06:57:44,2334.78,Success,Food & Dining,Desktop,South,UPI,USR01883
TXN0045664,2023-12-02 06:58:39,4233.14,Success,Electronics,Desktop,West,UPI,USR01433
TXN0045665,2023-12-02 07:00:38,1699.59,Success,Electronics,Desktop,North,UPI,USR08986
TXN0045666,2023-12-02 07:36:19,1018.27,Success,Electronics,Tablet,South,Net Banking,USR04566
TXN0045667,2023-12-02 07:39:01,2905.12,Success,Healthcare,Tablet,Central,Credit Card,USR08977
TXN0045668,2023-12-02 08:28:48,1300.74,Success,Electronics,Tablet,South,Wallet,USR01849
TXN0045669,2023-12-02 08:39:58,82.68,Success,Utilities,Mobile,West,Net Banking,USR06235
TXN0045670,2023-12-02 08:45:44,222.52,Failed,Travel,Desktop,Central,Wallet,USR02352
TXN0045671,2023-12-02 08:50:14,1331.17,Failed,Food & Dining,Mobile,North,Debit Card,USR01710
TXN0045672,2023-12-02 08:55:16,1598.96,Success,Retail,Desktop,East,UPI,USR03037
TXN0045673,2023-12-02 09:00:40,3092.58,Success,Utilities,Mobile,South,UPI,USR04237
TXN0045674,2023-12-02 09:03:03,228.35,Success,Electronics,Desktop,South,Debit Card,USR01950
TXN0045675,2023-12-02 09:07:03,1117.39,Success,Utilities,Mobile,South,Debit Card,USR02443
TXN0045676,2023-12-02 09:09:49,1498.89,Success,Food & Dining,Tablet,Central,UPI,USR01620
TXN0045677,2023-12-02 09:14:32,2565.51,Success,Food & Dining,Desktop,South,UPI,USR04652
TXN0045678,2023-12-02 09:34:02,10315.78,Success,Entertainment,Desktop,West,UPI,USR01291
TXN0045679,2023-12-02 09:39:04,2378.82,Success,Travel,Mobile,Central,Credit Card,USR09508
TXN0045680,2023-12-02 09:39:19,357.98,Success,Utilities,Desktop,Central,UPI,USR08138
TXN0045681,2023-12-02 09:50:21,6464.51,Success,Entertainment,Mobile,South,Credit Card,USR06072
TXN0045682,2023-12-02 09:52:58,8467.14,Success,Utilities,Desktop,East,UPI,USR07089
TXN0045683,2023-12-02 10:07:15,538.18,Failed,Entertainment,Desktop,West,UPI,USR06465
TXN0045684,2023-12-02 10:16:10,2983.64,Success,Electronics,Desktop,South,Net Banking,USR03328
TXN0045685,2023-12-02 10:16:47,30790.22,Failed,Food & Dining,Desktop,Central,Credit Card,USR03962
TXN0045686,2023-12-02 10:24:07,8843.19,Success,Entertainment,Mobile,South,Debit Card,USR04609
TXN0045687,2023-12-02 10:27:49,932.71,Success,Food & Dining,Mobile,East,UPI,USR04258
TXN0045688,2023-12-02 10:30:17,18986.01,Failed,Electronics,Mobile,Central,UPI,USR04977
TXN0045689,2023-12-02 10:33:03,1606.64,Failed,Retail,Desktop,Central,UPI,USR06154
TXN0045690,2023-12-02 10:33:42,3668.03,Success,Utilities,Mobile,South,Net Banking,USR08700
TXN0045691,2023-12-02 10:42:13,49816.17,Success,Food & Dining,Mobile,South,UPI,USR06248
TXN0045692,2023-12-02 10:48:03,2854.78,Success,Utilities,Mobile,Central,Debit Card,USR08479
TXN0045693,2023-12-02 11:08:11,9753.67,Success,Entertainment,Desktop,South,Wallet,USR08872
TXN0045694,2023-12-02 11:14:38,2164.31,Success,Utilities,Mobile,West,Debit Card,USR02462
TXN0045695,2023-12-02 11:16:58,581.26,Success,Food & Dining,Mobile,West,Debit Card,USR00156
TXN0045696,2023-12-02 11:28:37,372.52,Success,Retail,Desktop,West,Net Banking,USR07194
TXN0045697,2023-12-02 11:36:30,130.26,Success,Food & Dining,Mobile,East,Credit Card,USR09897
TXN0045698,2023-12-02 11:43:46,1764.07,Success,Utilities,Mobile,South,UPI,USR06623
TXN0045699,2023-12-02 11:43:49,3068.83,Success,Travel,Mobile,East,UPI,USR00496
TXN0045700,2023-12-02 11:45:25,473.54,Success,Utilities,Mobile,West,Credit Card,USR09947
TXN0045701,2023-12-02 11:51:45,1574.71,Success,Electronics,Mobile,South,Credit Card,USR07195
TXN0045702,2023-12-02 11:54:59,3385.51,Success,Food & Dining,Mobile,Central,Credit Card,USR09820
TXN0045703,2023-12-02 12:05:37,679.13,Success,Travel,Mobile,South,Credit Card,USR07412
TXN0045704,2023-12-02 12:13:22,1738.64,Failed,Retail,Tablet,North,Net Banking,USR00215
TXN0045705,2023-12-02 12:55:33,1875.37,Success,Food & Dining,Tablet,South,Debit Card,USR07340
TXN0045706,2023-12-02 13:12:16,107.32,Success,Electronics,Mobile,West,Wallet,USR06052
TXN0045707,2023-12-02 13:13:25,225.99,Success,Utilities,Mobile,West,UPI,USR03129
TXN0045708,2023-12-02 13:19:25,8456.48,Success,Food & Dining,Mobile,South,Credit Card,USR03659
TXN0045709,2023-12-02 13:37:00,1236.46,Success,Retail,Mobile,South,UPI,USR03411
TXN0045710,2023-12-02 13:40:25,1576.65,Success,Food & Dining,Desktop,South,UPI,USR04526
TXN0045711,2023-12-02 13:51:18,1592.81,Success,Healthcare,Mobile,South,Net Banking,USR03657
TXN0045712,2023-12-02 14:09:14,324.19,Success,Utilities,Desktop,Central,Debit Card,USR03557
TXN0045713,2023-12-02 14:09:40,2843.45,Success,Healthcare,Desktop,South,Credit Card,USR02465
TXN0045714,2023-12-02 14:15:33,3050.22,Success,Healthcare,Mobile,West,UPI,USR08402
TXN0045715,2023-12-02 14:22:52,235.47,Success,Healthcare,Mobile,Central,Net Banking,USR07586
TXN0045716,2023-12-02 14:23:22,3155.43,Success,Electronics,Desktop,North,UPI,USR03745
TXN0045717,2023-12-02 14:24:08,1424.13,Success,Food & Dining,Desktop,Central,Wallet,USR00883
TXN0045718,2023-12-02 14:37:24,1707.35,Success,Food & Dining,Mobile,South,Credit Card,USR03720
TXN0045719,2023-12-02 14:42:39,3178.82,Success,Electronics,Mobile,North,Credit Card,USR04864
TXN0045720,2023-12-02 14:57:33,2715.07,Success,Utilities,Mobile,North,Credit Card,USR05982
TXN0045721,2023-12-02 15:01:14,2815.58,Success,Entertainment,Tablet,West,Debit Card,USR08296
TXN0045722,2023-12-02 15:07:48,1155.16,Success,Retail,Desktop,East,Debit Card,USR09482
TXN0045723,2023-12-02 15:17:44,2763.28,Success,Utilities,Desktop,North,Net Banking,USR01733
TXN0045724,2023-12-02 15:22:00,2167.13,Success,Utilities,Mobile,Central,Debit Card,USR01865
TXN0045725,2023-12-02 15:34:00,4647.98,Success,Entertainment,Desktop,North,Credit Card,USR09296
TXN0045726,2023-12-02 15:36:24,655.47,Success,Healthcare,Tablet,East,Credit Card,USR08921
TXN0045727,2023-12-02 15:42:18,3007.69,Success,Travel,Tablet,West,Debit Card,USR02586
TXN0045728,2023-12-02 15:53:42,1992.49,Success,Utilities,Mobile,West,Credit Card,USR01985
TXN0045729,2023-12-02 16:03:44,1394.27,Success,Retail,Mobile,Central,Debit Card,USR00959
TXN0045730,2023-12-02 16:23:23,18438.17,Success,Healthcare,Desktop,North,Debit Card,USR02377
TXN0045731,2023-12-02 16:42:23,3756.01,Success,Food & Dining,Mobile,North,Credit Card,USR04047
TXN0045732,2023-12-02 16:50:37,921.73,Success,Retail,Mobile,East,Credit Card,USR07741
TXN0045733,2023-12-02 16:51:26,1424.43,Success,Food & Dining,Tablet,South,Credit Card,USR05374
TXN0045734,2023-12-02 17:03:09,763.04,Success,Retail,Desktop,Central,Net Banking,USR00485
TXN0045735,2023-12-02 17:08:23,1826.05,Success,Electronics,Desktop,South,Debit Card,USR09421
TXN0045736,2023-12-02 17:14:03,3005.28,Success,Retail,Mobile,North,Credit Card,USR02612
TXN0045737,2023-12-02 17:20:17,14749.43,Success,Retail,Mobile,Central,Wallet,USR00701
TXN0045738,2023-12-02 18:03:13,2396.84,Success,Travel,Mobile,North,Debit Card,USR04681
TXN0045739,2023-12-02 18:06:31,1573.57,Success,Retail,Desktop,West,Wallet,USR03154
TXN0045740,2023-12-02 18:08:27,1699.86,Success,Electronics,Mobile,South,Debit Card,USR05575
TXN0045741,2023-12-02 18:14:38,3881.63,Success,Retail,Mobile,North,UPI,USR07870
TXN0045742,2023-12-02 18:18:33,833.08,Success,Utilities,Mobile,East,Net Banking,USR08308
